-2.692105476494429661e-01,-1.047662403090414474e+00,4.153204216404874360e-01,-2.087207963274630540e+00,1.739651784087770936e-01
-1.150365986756062497e+00,-1.089653107855697467e+00,-1.621604016700192608e+00,3.451936714050377608e-01,1.240088748626662907e-01
5.832292470181046351e-01,-8.063293539029029455e-01,4.329859160015901431e-01,1.974162897915467729e+00,2.633005663446977285e-01
1.045897890564928545e+00,-5.191865539791603590e-01,-2.493481547764643036e+00,-3.007415097895804301e+00,-1.070257375803483679e+00
7.445784437188452953e-01,-2.557964701311267186e-01,2.217646640084878218e+00,-2.231411226584598673e+00,5.373983970452274050e-01
1.187487524677944606e+00,-1.552504643377015991e+00,1.917047060543368264e+00,-9.836328288495563843e-01,2.493397271316557084e+00
2.737121394704137067e+00,-1.696642234920583192e+00,1.327617742074234330e+00,-1.114890582387417506e-01,1.451386832665396032e+00
2.837790264318848177e+00,-1.083444750722399874e-01,-6.437806322323691433e-02,-8.264398364513138029e-01,8.024748511164017106e-01
2.377881302923980922e+00,2.169262306404548202e+00,2.197733213550005171e+00,2.909300968307379609e+00,1.772490575587695849e+00
6.711563103727820057e-01,-1.860021297698987386e+00,4.040083545381556895e+00,7.950792305871899890e-01,2.050247035240963189e+00
1.673455928945506876e+00,-3.221037789741282076e+00,1.123876827512924503e+00,2.941800713077107332e+00,9.398927815619835258e-01
5.026190522328739529e-01,-5.408437134990682349e-01,5.046209413012243683e-01,1.987424378589961460e+00,-2.046824841057013789e+00
1.598266966508832043e+00,-1.336664475010140851e-01,2.075836031760252887e+00,9.766010638583493275e-01,-2.000086064497401672e-01
2.885428715172501657e-01,-8.180616689389444418e-02,2.840145952121391204e+00,3.517223841375892723e-01,-1.346434852803907400e+00
7.124277862125572014e-02,-3.706385100144334310e-01,1.910324896960584162e+00,2.242991533470761745e+00,1.025496009689002674e+00
-3.388810851220731557e-01,-4.898981695698391148e-01,-5.449568591611800850e-01,2.205181852489909833e+00,7.465788314654537849e-01
-3.401763650120583349e-01,5.407593433598413268e-01,6.526463988349504586e-01,-5.233221733344617377e-03,2.533214256302799949e+00
-9.587719237371210568e-01,1.763950394272337241e-01,1.515782413257159122e+00,-7.699546849717083807e-01,2.167507721791871678e+00
-1.679940820469378870e+00,-2.784780038225889709e-01,-3.319585232727474966e-01,-1.931863638654491622e+00,2.042240947945598961e+00
1.016685125573238979e-01,2.029250518175405027e+00,-3.041770535631774131e+00,-4.951560951335021166e-01,4.379337595520750304e-01
-1.527241543410738256e+00,2.431162117200324158e+00,2.611042174637839608e+00,-2.268409720378186556e+00,2.551805786249833341e-01
1.683812511975575910e-01,1.326723738838014421e+00,-2.777239185591063642e+00,-3.403396848833394106e+00,8.483624408364143221e-03
-1.967524894995605234e+00,6.202721298822807539e-01,1.150535210047139323e+00,2.288886193076044684e+00,2.880924253989349815e-01
-6.698584986445585976e-01,-7.520614077349441207e-02,-3.901840100845028303e+00,-5.210607763936115688e+00,2.509960462945626247e-02
-7.595310487273230216e-01,-2.446152386994064343e-01,-3.554881040954817717e+00,1.235604718435844962e+00,1.128837628115506586e-01
-2.521566826504464842e+00,-1.289025638320717260e+00,-2.081204150863662949e+00,-5.842312561792645909e+00,-1.241333650442595804e+00
-2.151173980705544775e+00,-1.165242270940038960e-01,-1.318773867263181465e+00,-1.579472951903308164e+00,5.059559846159499275e-01
-1.634989479592465322e+00,3.822443457580051440e-01,-4.222075061469057644e+00,-3.293870586721631799e+00,1.307648786689106668e+00
-1.882409521831170052e+00,8.751163538221189420e-01,1.376098232019566936e-01,-3.193535549951684871e-01,6.674441219657015756e-01
-1.095614892669994900e+00,7.081516333558808274e-01,-2.316098443239535509e+00,-1.964637679319658714e+00,-1.433084802553691306e+00
-1.912016300161915261e+00,1.684941239888262388e+00,9.276218745241021635e-02,3.508441181456609659e-01,1.768938824533047294e+00
-9.566366703204114419e-01,-9.584329297580114204e-01,-3.584714433194800876e+00,-8.426734714291046480e-01,-1.123473961446975311e+00
-9.778475322171854556e-01,-3.727234480026200836e-01,-1.543832916155702506e+00,-1.104766532643635668e-01,9.995100039631734656e-01
-3.118797359725555829e+00,-5.472838012682507136e-01,7.576482903422911974e-01,-4.166093973580509591e+00,5.679296166390923606e-01
-2.398529792837980956e+00,-1.159622076037853944e+00,-8.754525451117358692e-01,-5.322325119261692716e-01,-9.865713444186650083e-01
4.216290700406864489e-01,-4.266221583881192325e-01,-1.759873595146257630e+00,2.686499440071025147e-01,7.334648811182855610e-01
-1.968549989219456453e+00,2.095528687106784638e+00,2.512284385541319942e+00,-9.654282574284827056e-01,1.378200023494566828e-01
1.713919918337613257e+00,-7.706062236846443758e-01,-3.680513513658207891e-01,-7.486959786369199454e-01,-2.518468374229469120e+00
-1.554639880799627338e+00,-4.096935735277482116e-01,-1.299740373812910965e-01,5.600315482529925060e-01,-2.897304161754988616e+00
-1.917652075324224770e+00,-1.601854252607687323e-01,-2.177588828497017737e+00,3.031258549466820384e-01,-1.673402422510510412e-01
6.084773699826619975e-01,2.977693772114179405e-01,-4.568509914697055585e+00,-1.340286038103495114e+00,-1.405779584920068048e+00
-1.431324898054129768e+00,-2.746723952105201705e-01,2.669395561211318491e-02,-1.363118427986867998e+00,8.186120848354296875e-01
8.493632580336906157e-01,7.849776698066389669e-01,-1.969619690151154678e+00,-4.036620572164835608e+00,-2.842948778688117351e+00
6.333928560162680466e-01,-3.570220115041983222e-02,-2.447647377680918779e-01,-4.387244059404582508e-01,-2.677660798383384999e-01
1.060530552655753800e+00,1.172670574835571022e+00,1.794777652395268541e-02,6.636796394988797587e-01,-1.728241015696044158e+00
4.485839723117299727e-01,-1.225846269655628262e-01,2.584009834665762284e+00,1.310655569982526192e+00,-3.656417363732801240e-01
3.935554814549518943e-01,-6.493388313173749093e-01,2.106561055723575659e+00,1.492817431379571125e-01,1.300891290483151330e+00
3.323502879083537032e+00,1.711431013435735338e+00,2.110522469942622603e+00,3.272256074656088476e+00,1.320575706649789405e+00
2.852320751604558335e+00,2.609059720356827761e+00,5.045105682807647263e+00,2.050718347163553723e+00,2.258256640122297210e+00
2.572990064456400994e+00,2.577819222043186365e+00,6.807635350669421825e+00,2.156423351687679624e+00,-7.363811241360257442e-02
1.554247862405113478e+00,1.278650596753477142e+00,5.765702774606205949e+00,4.269524200830684180e+00,-9.748582749357915800e-01
8.390293379858833056e-01,8.421279283653544390e-01,3.605104249921452286e+00,5.409322995591591798e+00,-2.820302246604247554e+00
9.017180699153443113e-01,8.576736318852222762e-01,3.874367544000730579e+00,6.299013031726302003e+00,6.178771688028170672e-01
-2.353384536216658773e+00,-5.278147046037665602e-01,3.073879134596983143e+00,5.735495899026782141e+00,-4.429103792540562967e-01
-2.362795989448483347e+00,2.124369900595973470e-01,-1.763308611454016406e+00,5.291112470160417303e+00,-5.269409950601853243e-01
-3.406064087515602967e+00,-3.530831293599548948e-01,-1.120106975670804417e+00,3.125193585614696623e+00,4.718191318685496793e-02
-1.007399357661925565e-01,5.714947911082045584e-01,-4.399182500674188034e+00,1.203533429128006871e+00,-1.584100892779756187e+00
4.416682067264503520e-01,2.553351282935724109e-01,-3.082947008655804844e+00,4.423661152818819664e-02,-1.688765456420785682e+00
1.376952048633674486e-01,6.567264102278336235e-01,-3.871729159935262676e-01,-2.004301879574295953e+00,-1.171431866173545222e+00
3.157960140537325877e-01,-2.283926738207766594e-01,2.917706986573191941e+00,-1.178967639098989606e+00,8.389055926888698833e-01
-9.750637009218553475e-01,8.157640230516385316e-01,-1.107250231606671687e+00,1.568417532011640025e-01,1.089946988846807741e-01
1.493072518763963297e+00,6.342897467228109099e-01,1.848444369669445475e+00,6.944934445312480609e-01,-2.821147525005484047e-01
1.246023694264498882e+00,1.779542118278550022e+00,2.651477771360614799e+00,-1.726045201360222991e+00,3.247791475715607890e-01
6.498830861918097890e-01,1.393469462986117735e+00,1.767550884012220713e+00,3.261746738954951041e+00,5.269876254589160869e-01
-8.433836540675128113e-01,-1.012959953692557757e+00,1.226918472073768029e-02,1.380900009762003000e+00,-1.155931059515305614e+00
3.673141307516746279e-01,-4.954964776316961306e-02,6.079739127979952862e-01,2.609577514032429768e+00,-1.288249344310418820e+00
1.891094152573535414e+00,1.980416983840281864e-01,2.576050815047391751e+00,7.582953075383231933e-01,-3.659239474012832005e-02
1.159560942633722114e+00,4.009439254005094933e-01,2.072475716952471902e+00,3.516418349312072644e-01,1.639698247355595662e+00
3.687330361618680108e+00,1.253108163811718301e+00,2.335258994873401051e+00,2.413193002058697800e+00,7.884773982620560950e-01
